trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1489,False,"{'a': 0.002, 'e': 0.05089452118605367}",25,12,25.471936826817334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.002, 'e': 0.0507928338648985}",25,17,16.80653757962977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.002, 'e': 0.050691349715146494}",20,14,13.347881301702632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.002, 'e': 0.05059006833086096}",20,14,11.846232724492635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.002, 'e': 0.05048898930691617}",20,16,7.887899586262305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.002, 'e': 0.05038811223899596}",20,15,4.055675723733616,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.002, 'e': 0.050287436723591865}",30,19,18.08310696871205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.002, 'e': 0.050186962358001734}",30,7,35.007887473793765,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.002, 'e': 0.05008668874032793}",25,13,21.924961096048296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.002, 'e': 0.049986615469475894}",20,16,7.487180272144702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.002, 'e': 0.04988674214515236}",30,18,11.516201619182057,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1500,False,"{'a': 0.002, 'e': 0.049787068367863944}",35,23,24.126957684176432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.002, 'e': 0.04968759373891536}",25,10,27.61091849261993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.002, 'e': 0.049588317860408}",30,0,46.2176013854379,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.002, 'e': 0.04948924033523819}",25,11,23.235292445214682,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.002, 'e': 0.049390360767095715}",25,20,9.697497135908415,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.002, 'e': 0.04929167876046215}",25,13,14.870343820913893,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.002, 'e': 0.04919319392060936}",20,9,20.958639246645514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.002, 'e': 0.04909490585359783}",20,16,8.348397120550015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.002, 'e': 0.0489968141662752}",20,13,12.428448367585965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.002, 'e': 0.04889891846627454}",20,16,8.56953247661157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.002, 'e': 0.04880121836201296}",20,14,13.237745020856197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.002, 'e': 0.048703713462689875}",25,13,20.929741452688766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.002, 'e': 0.048606403378285604}",30,23,12.326706588525271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.002, 'e': 0.04850928771955963}",25,17,15.412468377896554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.002, 'e': 0.04841236609804924}",25,8,27.638318433237586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.002, 'e': 0.04831563812606777}",35,18,28.381316220159796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.002, 'e': 0.04821910341670324}",25,13,21.336570542058926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.002, 'e': 0.048122761583816655}",25,13,11.053175807207502,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.002, 'e': 0.048026612242040585}",30,18,20.70446745672546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.002, 'e': 0.0479306550067775}",20,13,-1.6169817030225682,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1520,False,"{'a': 0.002, 'e': 0.04783488949419837}",30,11,31.402311358881654,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.002, 'e': 0.047739315321240976}",20,9,20.290072593822998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.002, 'e': 0.047643932105608536}",25,9,10.567068035965633,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1523,False,"{'a': 0.002, 'e': 0.04754873946576803}",25,10,24.63265541742347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.002, 'e': 0.0474537370209488}",25,13,19.22086303911071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.002, 'e': 0.04735892439114091}",20,13,13.89393299734943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.002, 'e': 0.047264301197093746}",20,5,25.742352394002435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.002, 'e': 0.04716986706031437}",20,0,33.443636668371454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1528,False,"{'a': 0.002, 'e': 0.04707562160306615}",20,6,27.929048826468385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.002, 'e': 0.04698156444836709}",20,8,19.174538839723212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.002, 'e': 0.046887695219988486}",25,10,22.869288926432866,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.002, 'e': 0.04679401354245326}",30,0,17.82447246336808,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1532,False,"{'a': 0.002, 'e': 0.04670051904103461}",20,14,10.97219298748834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.002, 'e': 0.04660721134175438}",30,15,30.591079430974446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.002, 'e': 0.04651409007138167}",30,18,21.51227487148473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.002, 'e': 0.04642115485743125}",20,12,14.559489394234276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.002, 'e': 0.046328405328162174}",20,16,8.04303417968724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.002, 'e': 0.046235841112576184}",30,9,34.035770190216006,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.002, 'e': 0.04614346184041627}",20,5,5.891526638281911,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1539,False,"{'a': 0.002, 'e': 0.046051267142165266}",20,10,18.73869491402687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.002, 'e': 0.045959256649044204}",30,16,24.733742781031086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.002, 'e': 0.04586742999301104}",25,7,28.926038076751485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.002, 'e': 0.04577578680675899}",25,11,30.176175754191004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.002, 'e': 0.04568432672371522}",25,17,15.273427848333428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.002, 'e': 0.045593049378039235}",20,10,20.319610105690874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.002, 'e': 0.04550195440462157}",20,13,10.539349172139875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.002, 'e': 0.04541104143908218}",20,5,21.581174834030847,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.002, 'e': 0.04532031011776911}",20,16,7.934491562714511,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.002, 'e': 0.04522976007775692}",20,6,13.950087434508289,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.002, 'e': 0.04513939095684536}",25,0,35.80377599157987,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1550,False,"{'a': 0.002, 'e': 0.0450492023935578}",25,15,18.360563202918968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.002, 'e': 0.0449591940271399}",25,17,12.07203773451554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.002, 'e': 0.04486936549755803}",30,16,-18.421407147950795,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1553,False,"{'a': 0.002, 'e': 0.044779716445498004}",20,12,13.886572611405464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.002, 'e': 0.04469024651236344}",25,16,13.499838157381834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.002, 'e': 0.044600955340274535}",20,10,9.043836446742166,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1556,False,"{'a': 0.002, 'e': 0.04451184257206644}",30,19,20.894526232561855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.002, 'e': 0.044422907851287996}",30,22,14.966477310348523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.002, 'e': 0.04433415082220017}",35,18,30.54894949320159,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.002, 'e': 0.04424557112977477}",20,9,17.7313184899886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.002, 'e': 0.04415716841969286}",20,13,9.706025001555478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.002, 'e': 0.04406894233834353}",30,16,25.576605062373066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.002, 'e': 0.04398089253282229}",30,8,27.85535524501985,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1563,False,"{'a': 0.002, 'e': 0.04389301865092984}",20,13,11.933054628764397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.002, 'e': 0.04380532034117049}",20,0,28.436059959248375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1565,False,"{'a': 0.002, 'e': 0.04371779725275094}",30,6,38.19655548947145,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.002, 'e': 0.043630449035578674}",20,7,20.605768864164983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.002, 'e': 0.04354327534026074}",20,12,12.39717054266642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.002, 'e': 0.04345627581810221}",20,13,14.7741535102505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.002, 'e': 0.04336945012110491}",25,11,24.48911531358516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.002, 'e': 0.043282797901965896}",35,13,30.013715066436525,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1571,False,"{'a': 0.002, 'e': 0.04319631881407622}",20,0,30.34106121300352,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1572,False,"{'a': 0.002, 'e': 0.043110012511519386}",20,16,7.543359101108212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.002, 'e': 0.04302387864907009}",20,7,26.983435939658463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.002, 'e': 0.042937916882192735}",25,8,29.39913819317178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.002, 'e': 0.04285212686704019}",20,12,15.31353076233937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.002, 'e': 0.04276650826045222}",20,8,20.441941419696043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.002, 'e': 0.04268106071995433}",30,16,15.058380988323396,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1578,False,"{'a': 0.002, 'e': 0.042595783903756214}",35,19,29.457693199716253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.002, 'e': 0.042510677470750526}",25,6,-10.553550991582332,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1580,False,"{'a': 0.002, 'e': 0.042425741080511385}",25,9,27.56543824235854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.002, 'e': 0.042340974393293145}",25,18,14.215009545588565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.002, 'e': 0.042256377070028925}",25,5,32.9738920747065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.002, 'e': 0.04217194877232933}",20,12,18.915444827746388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.002, 'e': 0.042087689162481054}",20,3,27.8143550625257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.002, 'e': 0.04200359790344555}",25,12,23.172738190255192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.002, 'e': 0.04191967465885765}",20,12,10.040828174104897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.002, 'e': 0.0418359190930243}",20,1,32.4150638178234,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.002, 'e': 0.04175233087092308}",20,14,11.820634617993306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.002, 'e': 0.04166890965820104}",25,12,27.600254864348397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.002, 'e': 0.04158565512117316}",20,13,13.242502550162548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.002, 'e': 0.04150256692682124}",30,20,17.571951905272623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.002, 'e': 0.04141964474279235}",20,6,25.83289234548304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.002, 'e': 0.041336888237397666}",30,20,17.57481039230614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.002, 'e': 0.04125429707961103}",30,16,29.678881591243783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.002, 'e': 0.04117187093906774}",20,10,16.646899871190342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.002, 'e': 0.04108960948606308}",20,14,10.550636454067218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.002, 'e': 0.04100751239155117}",20,10,15.454290466552846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.002, 'e': 0.04092557932714349}",20,2,-13.016018333040094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1599,False,"{'a': 0.002, 'e': 0.0408438099651077}",30,1,43.33155912484907,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.002, 'e': 0.04076220397836621}",25,7,28.179078824208563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.002, 'e': 0.040680761040495}",20,8,1.6292696070350945,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1602,False,"{'a': 0.002, 'e': 0.04059948082572218}",25,15,16.15277715805953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.002, 'e': 0.040518363008926805}",20,14,11.33784079927011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.002, 'e': 0.04043740726563748}",25,6,21.703523079586486,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.002, 'e': 0.04035661327203115}",20,6,11.517565725740386,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1606,False,"{'a': 0.002, 'e': 0.0402759807049317}",30,18,22.364255839985216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.002, 'e': 0.040195509241808786}",20,2,14.536396709343364,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1608,False,"{'a': 0.002, 'e': 0.040115198560776416}",20,16,7.486232822200841,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.002, 'e': 0.040035048340591795}",20,12,16.21651684566704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.002, 'e': 0.039955058260653896}",35,22,25.933428235548835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.002, 'e': 0.039875228001002336}",20,16,8.681319090362866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.002, 'e': 0.039795557242315927}",25,16,18.546962176806836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.002, 'e': 0.03971604566591157}",20,10,8.219460426683598,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1614,False,"{'a': 0.002, 'e': 0.0396366929537428}",25,20,9.824326081191037,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.002, 'e': 0.039557498788398725}",20,6,21.582668485978957,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.002, 'e': 0.039478462853102525}",30,17,24.757131667981266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.002, 'e': 0.03939958483171039}",30,16,26.587653202799416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.002, 'e': 0.039320864408710104}",35,0,56.35255525702641,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1619,False,"{'a': 0.002, 'e': 0.03924230126921989}",20,7,23.596293020848453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.002, 'e': 0.039163895098987066}",20,10,18.326469292404123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.002, 'e': 0.03908564558438687}",25,12,4.6034380998812034,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1622,False,"{'a': 0.002, 'e': 0.03900755241242111}",20,8,18.963394454814193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.002, 'e': 0.038929615270717026}",30,16,27.791304449297808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.002, 'e': 0.03885183384752591}",30,18,23.236231565018095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.002, 'e': 0.03877420783172201}",20,14,12.257626871689217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.002, 'e': 0.038696736912801115}",30,15,-11.99486660561698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1627,False,"{'a': 0.002, 'e': 0.03861942078087949}",25,9,15.438367614338077,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1628,False,"{'a': 0.002, 'e': 0.03854225912669246}",30,1,42.06621116507412,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.002, 'e': 0.03846525164159334}",30,20,15.58151188417452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.002, 'e': 0.038388398017552054}",30,18,18.251050756526563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.002, 'e': 0.03831169794715405}",20,6,17.461466832338644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.002, 'e': 0.03823515112359889}",20,5,22.604707435920762,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.002, 'e': 0.038158757240699226}",20,2,33.19195437262505,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.002, 'e': 0.03808251599287939}",30,20,7.980601905583186,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1635,False,"{'a': 0.002, 'e': 0.038006427075174314}",20,5,26.58998331128494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.002, 'e': 0.0379304901832282}",20,0,31.09327870206063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.002, 'e': 0.03785470501329341}",25,8,32.646950311782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.002, 'e': 0.037779071262229125}",20,0,20.693444627745606,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1639,False,"{'a': 0.002, 'e': 0.037703588627500284}",20,12,14.816345304822566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.002, 'e': 0.0376282568071762}",30,0,32.38044831820981,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1641,False,"{'a': 0.002, 'e': 0.03755307549992954}",30,15,25.415944553784335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.002, 'e': 0.03747804440503493}",20,8,19.558860689912088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.002, 'e': 0.037403163222367926}",25,10,19.325017468434226,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1644,False,"{'a': 0.002, 'e': 0.03732843165240367}",25,16,15.120985061035482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.002, 'e': 0.03725384939621581}",25,16,19.456029191947117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.002, 'e': 0.03717941615547519}",25,8,27.649355894382587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.002, 'e': 0.03710513163244877}",25,5,38.071359436012834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.002, 'e': 0.037030995529998355}",25,15,19.431666132356366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.002, 'e': 0.03695700755157944}",20,0,30.73184075386112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1650,False,"{'a': 0.002, 'e': 0.036883167401239994}",20,14,13.39978369185613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.002, 'e': 0.03680947478361935}",20,12,14.251623968259413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.002, 'e': 0.0367359294039469}",20,8,20.780440874812808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.002, 'e': 0.03666253096804106}",25,14,20.077979070708796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.002, 'e': 0.03658927918230796}",30,15,27.00087773470351,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.002, 'e': 0.0365161737537404}",20,5,25.27616291151481,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.002, 'e': 0.036443214389916524}",20,7,19.60394767126214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.002, 'e': 0.03637040079899881}",25,3,27.25132264630311,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.002, 'e': 0.03629773268973277}",30,8,38.7892952204896,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.002, 'e': 0.03622520977144591}",30,16,28.186660270366932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.002, 'e': 0.03615283175404641}",30,19,23.94710412130721,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.002, 'e': 0.03608059834802215}",30,13,8.976839079763735,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1662,False,"{'a': 0.002, 'e': 0.036008509264439374}",20,8,11.771787600407654,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1663,False,"{'a': 0.002, 'e': 0.03593656421494168}",20,0,29.68775424916024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1664,False,"{'a': 0.002, 'e': 0.03586476291174875}",25,11,27.16773213262335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.002, 'e': 0.0357931050676553}",25,18,14.559431908299608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.002, 'e': 0.035721590396029845}",20,9,20.99907152886904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.002, 'e': 0.035650218610813585}",30,20,17.6930207219937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.002, 'e': 0.03557898942651932}",20,9,7.032440126987893,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1669,False,"{'a': 0.002, 'e': 0.035507902558230185}",20,16,7.427558726000435,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.002, 'e': 0.03543695772159864}",20,11,14.575526551860529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.002, 'e': 0.03536615463284522}",30,18,22.983422438149688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
